Date,Index,x,Diff,Fluctuations,Transaction_amount,Individual,Foreign,Agency,Financial_Investment,Insurance,Commit,Fund,Bank,Other_finance,Pension,National_municipality,Corp_etc,Foreign_etc,Open,High,Low,Close,Adj Close,Volume
2019/01/04,2010.25,6.0,16.55,0.0083,54901.0,-1044.0,-1261.0,2263.0,568.0,41.0,360.0,229.0,-48.0,-15.0,1127.0,0.0,14.0,27.0,1992.4000244140625,2011.56005859375,1984.530029296875,2010.25,2010.25,409000
2019/01/07,2037.1,6.0,26.85,0.0134,53013.0,-2045.0,560.0,1645.0,544.0,-390.0,816.0,533.0,-9.0,-1.0,153.0,0.0,-158.0,-1.0,2034.239990234375,2048.06005859375,2030.9000244140625,2037.0999755859373,2037.0999755859373,440200
2019/01/08,2025.27,4.0,-11.83,-0.0058,48266.0,334.0,-254.0,-87.0,-228.0,45.0,226.0,-251.0,0.0,1.0,118.0,0.0,9.0,-1.0,2038.6800537109373,2042.699951171875,2023.5899658203125,2025.27001953125,2025.27001953125,397800
2019/01/09,2064.71,6.0,39.44,0.0195,55326.0,-5145.0,3848.0,1393.0,-807.0,331.0,741.0,867.0,75.0,5.0,180.0,0.0,-93.0,-3.0,2034.18994140625,2068.22998046875,2034.18994140625,2064.7099609375,2064.7099609375,386200
2019/01/10,2063.28,4.0,-1.43,-0.0007,54342.0,-92.0,2728.0,-2619.0,-2979.0,12.0,146.0,-75.0,-26.0,-43.0,347.0,0.0,-20.0,3.0,2065.72998046875,2072.81005859375,2057.159912109375,2063.280029296875,2063.280029296875,382900
2019/01/11,2075.57,6.0,12.29,0.006,45924.0,-1277.0,1776.0,-804.0,-1466.0,-14.0,-165.0,-213.0,-5.0,11.0,1049.0,0.0,310.0,-5.0,2070.360107421875,2076.989990234375,2063.989990234375,2075.570068359375,2075.570068359375,380100
2019/01/14,2064.52,4.0,-11.05,-0.0053,49410.0,757.0,948.0,-1792.0,-2152.0,-108.0,-181.0,-155.0,-16.0,21.0,800.0,0.0,86.0,0.0,2070.489990234375,2073.93994140625,2059.4599609375,2064.52001953125,2064.52001953125,432900
2019/01/15,2097.18,6.0,32.66,0.0158,52369.0,-4110.0,1230.0,2880.0,582.0,26.0,101.0,149.0,21.0,52.0,1946.0,0.0,2.0,-1.0,2069.139892578125,2098.010009765625,2067.580078125,2097.179931640625,2097.179931640625,439500
2019/01/16,2106.1,6.0,8.92,0.0043,53524.0,-867.0,1008.0,-204.0,-744.0,-32.0,-225.0,179.0,-23.0,-47.0,690.0,0.0,76.0,-13.0,2098.64990234375,2106.35009765625,2091.919921875,2106.10009765625,2106.10009765625,500100
2019/01/17,2107.06,6.0,0.96,0.0005,58577.0,-132.0,2352.0,-2115.0,-1644.0,-135.0,-88.0,-541.0,-8.0,-10.0,312.0,0.0,-95.0,-9.0,2110.139892578125,2117.429931640625,2101.699951171875,2107.06005859375,2107.06005859375,475900
2019/01/18,2124.28,6.0,17.22,0.0082,53561.0,-2100.0,1141.0,996.0,475.0,1.0,-290.0,-121.0,-31.0,13.0,949.0,0.0,-15.0,-22.0,2116.429931640625,2124.5,2113.43994140625,2124.280029296875,2124.280029296875,456700
2019/01/21,2124.61,6.0,0.33,0.0002,53206.0,-1396.0,661.0,531.0,163.0,-123.0,-350.0,-117.0,3.0,5.0,952.0,0.0,217.0,-14.0,2133.8701171875,2134.169921875,2114.449951171875,2124.610107421875,2124.610107421875,398000
2019/01/22,2117.77,4.0,-6.84,-0.0032,48974.0,-185.0,1348.0,-1242.0,-305.0,-191.0,-550.0,-428.0,-67.0,-2.0,302.0,0.0,84.0,-5.0,2126.030029296875,2129.3701171875,2108.909912109375,2117.77001953125,2117.77001953125,419400
2019/01/23,2127.78,6.0,10.01,0.0047,51705.0,-3472.0,-976.0,4457.0,3838.0,2.0,-360.0,-302.0,24.0,2.0,1251.0,0.0,20.0,-28.0,2108.719970703125,2131.050048828125,2106.739990234375,2127.780029296875,2127.780029296875,408600
2019/01/24,2145.03,6.0,17.25,0.0081,60358.0,-1752.0,4954.0,-3187.0,-2042.0,12.0,-144.0,-111.0,-23.0,-1.0,-875.0,0.0,-19.0,4.0,2127.8798828125,2145.080078125,2125.47998046875,2145.030029296875,2145.030029296875,413700
2019/01/25,2177.73,6.0,32.7,0.0152,70656.0,-8833.0,8214.0,876.0,731.0,-182.0,-397.0,422.0,-12.0,-71.0,385.0,0.0,-208.0,-48.0,2147.919921875,2178.010009765625,2146.639892578125,2177.72998046875,2177.72998046875,410000
2019/01/28,2177.3,4.0,-0.43,-0.0002,60605.0,-422.0,3577.0,-3050.0,-1257.0,-306.0,-292.0,-439.0,-62.0,-126.0,-565.0,0.0,-99.0,-4.0,2184.409912109375,2188.14990234375,2169.169921875,2177.300048828125,2177.300048828125,371600
2019/01/29,2183.36,6.0,6.06,0.0028,65045.0,201.0,1940.0,-2078.0,-1012.0,-227.0,-675.0,-173.0,0.0,-847.0,857.0,0.0,-32.0,-30.0,2172.830078125,2183.360107421875,2162.530029296875,2183.360107421875,2183.360107421875,552600
2019/01/30,2206.2,6.0,22.84,0.0105,68756.0,-3272.0,3138.0,156.0,1116.0,-187.0,-759.0,-243.0,33.0,-23.0,221.0,0.0,17.0,-39.0,2183.489990234375,2206.199951171875,2177.8798828125,2206.199951171875,2206.199951171875,480400
2019/01/31,2204.85,4.0,-1.35,-0.0006,77623.0,-1146.0,2823.0,-1743.0,-222.0,-153.0,-567.0,352.0,-9.0,-23.0,-1120.0,0.0,57.0,8.0,2222.8798828125,2222.8798828125,2201.219970703125,2204.85009765625,2204.85009765625,545200
2019/02/01,2203.46,4.0,-1.39,-0.0006,68739.0,-749.0,2656.0,-2144.0,-1155.0,-238.0,-111.0,-18.0,-34.0,-29.0,-557.0,0.0,226.0,10.0,2211.929931640625,2218.780029296875,2201.409912109375,2203.4599609375,2203.4599609375,479400
2019/02/07,2203.42,4.0,-0.04,0.0,63393.0,694.0,1613.0,-2510.0,-1487.0,-310.0,-434.0,33.0,-24.0,-7.0,-280.0,0.0,208.0,-7.0,2215.77001953125,2215.7900390625,2196.77001953125,2203.419921875,2203.419921875,427800
2019/02/08,2177.05,4.0,-26.37,-0.012,57285.0,3312.0,-2768.0,-725.0,1277.0,-514.0,-574.0,-557.0,-32.0,0.0,-323.0,0.0,215.0,-33.0,2192.010009765625,2192.47998046875,2171.9599609375,2177.050048828125,2177.050048828125,391000
2019/02/11,2180.73,6.0,3.68,0.0017,53276.0,1155.0,-582.0,-732.0,598.0,-745.0,-592.0,279.0,-50.0,8.0,-232.0,0.0,150.0,8.0,2180.5400390625,2181.580078125,2167.360107421875,2180.72998046875,2180.72998046875,406100
2019/02/12,2190.47,6.0,9.74,0.0045,59294.0,-147.0,-378.0,468.0,1042.0,-272.0,-88.0,-167.0,17.0,12.0,-74.0,0.0,53.0,3.0,2182.7099609375,2195.050048828125,2178.590087890625,2190.469970703125,2190.469970703125,429900
2019/02/13,2201.48,6.0,11.01,0.005,55854.0,-1260.0,-287.0,1343.0,1453.0,-243.0,-391.0,169.0,-70.0,1.0,424.0,0.0,223.0,-18.0,2200.0,2203.7099609375,2194.75,2201.47998046875,2201.47998046875,422000
2019/02/14,2225.85,6.0,24.37,0.0111,64260.0,-1926.0,-475.0,2426.0,3874.0,-470.0,-275.0,-232.0,-81.0,-5.0,-382.0,0.0,-24.0,0.0,2195.919921875,2225.85009765625,2186.090087890625,2225.85009765625,2225.85009765625,573400
2019/02/15,2196.09,4.0,-29.76,-0.0134,50976.0,1984.0,-1791.0,-449.0,-526.0,-210.0,-333.0,-94.0,42.0,1.0,671.0,0.0,241.0,14.0,2210.93994140625,2210.93994140625,2187.7099609375,2196.090087890625,2196.090087890625,400600
2019/02/18,2210.89,6.0,14.8,0.0067,46681.0,-3240.0,456.0,2663.0,2625.0,-164.0,-366.0,11.0,17.0,-7.0,546.0,0.0,121.0,0.0,2207.360107421875,2217.320068359375,2203.0,2210.889892578125,2210.889892578125,314400
2019/02/19,2205.63,4.0,-5.26,-0.0024,45345.0,-1388.0,-67.0,1419.0,1092.0,-116.0,-409.0,273.0,16.0,-11.0,573.0,0.0,44.0,-8.0,2208.9599609375,2213.8701171875,2193.340087890625,2205.6298828125,2205.6298828125,389100
2019/02/20,2229.76,6.0,24.13,0.0109,59484.0,-4300.0,4363.0,-76.0,77.0,-32.0,-250.0,313.0,0.0,-62.0,-121.0,0.0,30.0,-17.0,2216.739990234375,2234.679931640625,2213.830078125,2229.760009765625,2229.760009765625,374300
2019/02/21,2228.66,4.0,-1.1,-0.0005,54809.0,-117.0,2079.0,-2048.0,-1306.0,-177.0,-228.0,-81.0,-17.0,-58.0,-177.0,0.0,81.0,4.0,2224.260009765625,2234.31005859375,2213.18994140625,2228.659912109375,2228.659912109375,382500
2019/02/22,2230.5,6.0,1.84,0.0008,46451.0,-342.0,-42.0,401.0,568.0,-39.0,-42.0,-446.0,9.0,-14.0,364.0,0.0,-14.0,-2.0,2222.320068359375,2230.5,2217.080078125,2230.5,2230.5,409300
2019/02/25,2232.56,6.0,2.06,0.0009,46898.0,91.0,-795.0,802.0,1468.0,-288.0,-146.0,-9.0,-20.0,-6.0,-193.0,0.0,-97.0,0.0,2241.1298828125,2241.760009765625,2224.639892578125,2232.56005859375,2232.56005859375,339200
2019/02/26,2226.6,4.0,-5.96,-0.0027,50242.0,-299.0,535.0,-111.0,12.0,-113.0,-91.0,-164.0,20.0,0.0,226.0,0.0,-115.0,-9.0,2230.3701171875,2235.699951171875,2221.760009765625,2226.60009765625,2226.60009765625,332000
2019/02/27,2234.79,6.0,8.19,0.0037,49146.0,-1115.0,-572.0,1518.0,1791.0,-147.0,-622.0,-53.0,-16.0,10.0,555.0,0.0,169.0,0.0,2234.4599609375,2237.77001953125,2228.159912109375,2234.7900390625,2234.7900390625,301500
2019/02/28,2195.44,4.0,-39.35,-0.0176,83072.0,-617.0,-2532.0,3169.0,3873.0,-441.0,-178.0,-333.0,77.0,-25.0,196.0,0.0,-15.0,-3.0,2231.580078125,2233.929931640625,2195.43994140625,2195.43994140625,2195.43994140625,510000
2019/03/04,2190.66,4.0,-4.78,-0.0022,64052.0,403.0,-1320.0,766.0,2942.0,-564.0,-888.0,-381.0,6.0,0.0,-347.0,0.0,149.0,1.0,2210.969970703125,2216.02001953125,2188.56005859375,2190.659912109375,2190.659912109375,373200
2019/03/05,2179.23,4.0,-11.43,-0.0052,49809.0,2443.0,-1577.0,-919.0,1068.0,-135.0,-512.0,-586.0,-14.0,-19.0,-718.0,0.0,45.0,7.0,2183.35009765625,2185.739990234375,2171.330078125,2179.22998046875,2179.22998046875,313100
2019/03/06,2175.6,4.0,-3.63,-0.0017,48280.0,654.0,55.0,-531.0,41.0,136.0,-74.0,305.0,-33.0,9.0,-916.0,0.0,-182.0,4.0,2177.110107421875,2179.010009765625,2168.4599609375,2175.60009765625,2175.60009765625,328900
2019/03/07,2165.79,4.0,-9.81,-0.0045,48589.0,1107.0,-5.0,-1129.0,379.0,-229.0,-542.0,-304.0,20.0,-13.0,-439.0,0.0,18.0,9.0,2173.18994140625,2181.18994140625,2155.18994140625,2165.7900390625,2165.7900390625,292600
2019/03/08,2137.44,4.0,-28.35,-0.0131,44973.0,2932.0,-1745.0,-1274.0,-341.0,72.0,-108.0,-950.0,13.0,-17.0,58.0,0.0,80.0,6.0,2152.800048828125,2159.669921875,2137.43994140625,2137.43994140625,2137.43994140625,313300
2019/03/11,2138.1,6.0,0.66,0.0003,40774.0,893.0,-1792.0,166.0,750.0,291.0,-262.0,-589.0,7.0,6.0,-38.0,0.0,733.0,0.0,2140.2900390625,2145.31005859375,2125.5400390625,2138.10009765625,2138.10009765625,272100
2019/03/12,2157.18,6.0,19.08,0.0089,42228.0,-224.0,-23.0,823.0,1607.0,-253.0,-106.0,-190.0,24.0,35.0,-292.0,0.0,-576.0,0.0,2154.610107421875,2161.68994140625,2150.9599609375,2157.179931640625,2157.179931640625,355300
2019/03/13,2148.41,4.0,-8.77,-0.0041,40884.0,956.0,999.0,-2031.0,-606.0,-58.0,-398.0,-442.0,-12.0,-30.0,-483.0,0.0,73.0,0.0,2152.659912109375,2154.110107421875,2134.159912109375,2148.409912109375,2148.409912109375,285600
2019/03/14,2155.68,6.0,7.27,0.0034,58825.0,1416.0,2857.0,-4343.0,-992.0,-76.0,212.0,-371.0,-10.0,-256.0,-2849.0,0.0,60.0,9.0,2154.35009765625,2158.340087890625,2142.31005859375,2155.679931640625,2155.679931640625,341000
2019/03/15,2176.11,6.0,20.43,0.0095,68213.0,-4963.0,-1337.0,6283.0,4484.0,142.0,184.0,207.0,21.0,-19.0,1262.0,0.0,21.0,-5.0,2152.9599609375,2181.77001953125,2152.590087890625,2176.110107421875,2176.110107421875,387100
2019/03/18,2179.49,6.0,3.38,0.0016,40932.0,-1867.0,-491.0,2286.0,1581.0,-74.0,-68.0,434.0,10.0,9.0,393.0,0.0,68.0,3.0,2179.68994140625,2183.89990234375,2172.340087890625,2179.489990234375,2179.489990234375,258000
2019/03/19,2177.62,4.0,-1.87,-0.0009,38678.0,369.0,-123.0,-157.0,-165.0,148.0,-18.0,-23.0,34.0,29.0,-162.0,0.0,-87.0,0.0,2183.030029296875,2183.760009765625,2171.050048828125,2177.6201171875,2177.6201171875,319700
2019/03/20,2177.1,4.0,-0.52,-0.0002,41757.0,855.0,-1217.0,387.0,500.0,47.0,-314.0,20.0,17.0,-7.0,123.0,0.0,-6.0,-18.0,2171.409912109375,2177.18994140625,2152.2099609375,2177.10009765625,2177.10009765625,317600
2019/03/21,2184.88,6.0,7.78,0.0036,62299.0,-3263.0,4864.0,-1515.0,-3674.0,200.0,622.0,567.0,12.0,16.0,738.0,0.0,-61.0,-23.0,2183.110107421875,2200.320068359375,2173.699951171875,2184.8798828125,2184.8798828125,342700
2019/03/22,2186.95,6.0,2.07,0.0009,68817.0,471.0,5030.0,-5617.0,-2973.0,160.0,-212.0,229.0,-2577.0,10.0,-255.0,0.0,133.0,-17.0,2192.719970703125,2195.419921875,2178.77001953125,2186.949951171875,2186.949951171875,333600
2019/03/25,2144.86,4.0,-42.09,-0.0192,41364.0,2692.0,-721.0,-2190.0,-1014.0,-18.0,-145.0,-579.0,23.0,21.0,-477.0,0.0,207.0,12.0,2158.800048828125,2159.25,2143.699951171875,2144.860107421875,2144.860107421875,307100
2019/03/26,2148.8,6.0,3.94,0.0018,42489.0,1556.0,364.0,-1915.0,-830.0,-111.0,-979.0,-11.0,-12.0,1.0,28.0,0.0,-15.0,9.0,2152.97998046875,2153.89990234375,2143.6298828125,2148.800048828125,2148.800048828125,301300
2019/03/27,2145.62,4.0,-3.18,-0.0015,44901.0,191.0,-1558.0,1201.0,147.0,65.0,292.0,-132.0,33.0,-13.0,808.0,0.0,167.0,-2.0,2147.18994140625,2152.909912109375,2132.419921875,2145.6201171875,2145.6201171875,363200
2019/03/28,2128.1,4.0,-17.52,-0.0082,44039.0,836.0,-141.0,-831.0,-843.0,97.0,312.0,-8.0,34.0,-19.0,-405.0,0.0,133.0,2.0,2131.25,2136.39990234375,2120.929931640625,2128.10009765625,2128.10009765625,288000
2019/03/29,2140.67,6.0,12.57,0.0059,52489.0,-1560.0,892.0,596.0,-31.0,107.0,14.0,514.0,66.0,-10.0,-64.0,0.0,72.0,-1.0,2138.449951171875,2143.300048828125,2124.070068359375,2140.669921875,2140.669921875,364600
2019/04/01,2168.28,6.0,27.61,0.0129,43651.0,-4380.0,2487.0,1845.0,100.0,121.0,671.0,384.0,8.0,29.0,530.0,0.0,43.0,3.0,2153.31005859375,2171.489990234375,2153.31005859375,2168.280029296875,2168.280029296875,263300
2019/04/02,2177.18,6.0,8.9,0.0041,42474.0,-1036.0,2742.0,-1505.0,-2163.0,202.0,274.0,-33.0,51.0,76.0,85.0,0.0,-192.0,-8.0,2177.199951171875,2181.3701171875,2171.840087890625,2177.179931640625,2177.179931640625,257500
2019/04/03,2203.27,6.0,26.09,0.012,54669.0,-4643.0,1447.0,2008.0,608.0,74.0,85.0,52.0,-18.0,-19.0,1225.0,0.0,1204.0,-16.0,2176.81005859375,2203.2900390625,2172.830078125,2203.27001953125,2203.27001953125,358600
2019/04/04,2206.53,6.0,3.26,0.0015,48575.0,-3796.0,2462.0,1378.0,2176.0,-150.0,-256.0,58.0,34.0,-36.0,-446.0,0.0,-30.0,-13.0,2201.0400390625,2216.14990234375,2198.659912109375,2206.530029296875,2206.530029296875,431000
2019/04/05,2209.61,6.0,3.08,0.0014,42157.0,-1544.0,1003.0,615.0,1244.0,-133.0,-363.0,-146.0,27.0,8.0,-21.0,0.0,-67.0,-6.0,2206.360107421875,2214.820068359375,2205.260009765625,2209.610107421875,2209.610107421875,517200
2019/04/08,2210.6,6.0,0.99,0.0004,46600.0,-1181.0,2735.0,-1565.0,-375.0,-93.0,-235.0,74.0,-7.0,32.0,-960.0,0.0,15.0,-4.0,2217.659912109375,2217.8701171875,2202.489990234375,2210.60009765625,2210.60009765625,347900
2019/04/09,2213.56,6.0,2.96,0.0013,49041.0,-1740.0,2098.0,-331.0,-95.0,-88.0,-75.0,157.0,-2.0,39.0,-266.0,0.0,-17.0,-8.0,2212.320068359375,2221.6201171875,2203.5400390625,2213.56005859375,2213.56005859375,414800
2019/04/10,2224.39,6.0,10.83,0.0049,51350.0,-2279.0,-34.0,2334.0,3013.0,-140.0,-409.0,-302.0,-3.0,5.0,171.0,0.0,-22.0,1.0,2206.199951171875,2225.02001953125,2203.820068359375,2224.389892578125,2224.389892578125,399700
2019/04/11,2224.44,6.0,0.05,0.0,60220.0,-1512.0,3244.0,-1605.0,343.0,-262.0,-427.0,-336.0,-57.0,9.0,-874.0,0.0,-90.0,-36.0,2227.68994140625,2230.409912109375,2217.179931640625,2224.43994140625,2224.43994140625,402000
2019/04/12,2233.45,6.0,9.01,0.0041,60984.0,-1657.0,2446.0,-558.0,41.0,-146.0,-753.0,237.0,-71.0,-21.0,155.0,0.0,-230.0,0.0,2221.10009765625,2233.449951171875,2212.8798828125,2233.449951171875,2233.449951171875,449600
2019/04/15,2242.88,6.0,9.43,0.0042,66681.0,465.0,1780.0,-2188.0,-390.0,-194.0,-587.0,-505.0,-10.0,-26.0,-473.0,0.0,-57.0,0.0,2242.31005859375,2251.219970703125,2240.2900390625,2242.8798828125,2242.8798828125,404200
2019/04/16,2248.63,6.0,5.75,0.0026,70834.0,-948.0,1538.0,-539.0,-643.0,-138.0,-104.0,238.0,-42.0,-51.0,202.0,0.0,-39.0,-11.0,2241.06005859375,2249.889892578125,2235.719970703125,2248.6298828125,2248.6298828125,569100
2019/04/17,2245.89,4.0,-2.74,-0.0012,55861.0,-589.0,760.0,14.0,145.0,-157.0,-278.0,362.0,-35.0,-152.0,129.0,0.0,-181.0,-3.0,2249.050048828125,2252.050048828125,2242.010009765625,2245.889892578125,2245.889892578125,452500
2019/04/18,2213.77,4.0,-32.12,-0.0143,65011.0,2959.0,-1337.0,-1290.0,-313.0,-112.0,71.0,-328.0,-21.0,-58.0,-528.0,0.0,-348.0,17.0,2248.800048828125,2250.110107421875,2210.429931640625,2213.77001953125,2213.77001953125,573300
2019/04/19,2216.15,6.0,2.38,0.0011,49656.0,177.0,-576.0,351.0,-414.0,200.0,110.0,430.0,-34.0,-8.0,67.0,0.0,38.0,9.0,2223.419921875,2225.3701171875,2215.580078125,2216.14990234375,2216.14990234375,525300
2019/04/22,2216.65,6.0,0.5,0.0002,46399.0,701.0,-135.0,-502.0,-1326.0,-39.0,38.0,107.0,-10.0,-14.0,743.0,0.0,-13.0,-50.0,2218.5,2227.93994140625,2207.25,2216.64990234375,2216.64990234375,494000
2019/04/23,2220.51,6.0,3.86,0.0017,49229.0,180.0,399.0,-707.0,-516.0,-259.0,-175.0,111.0,-24.0,26.0,132.0,0.0,120.0,7.0,2217.610107421875,2223.919921875,2212.139892578125,2220.510009765625,2220.510009765625,481200
2019/04/24,2201.03,4.0,-19.48,-0.0088,63424.0,4030.0,235.0,-4213.0,-3287.0,-133.0,-192.0,-353.0,-35.0,15.0,-226.0,0.0,-46.0,-4.0,2229.75,2229.75,2190.2900390625,2201.030029296875,2201.030029296875,575100
2019/04/25,2190.5,4.0,-10.53,-0.0048,56106.0,629.0,-178.0,-446.0,142.0,-150.0,-219.0,-396.0,-14.0,-39.0,231.0,0.0,-18.0,13.0,2195.469970703125,2200.889892578125,2187.43994140625,2190.5,2190.5,441100
2019/04/26,2179.31,4.0,-11.19,-0.0051,53461.0,1401.0,347.0,-1844.0,-1578.0,-110.0,-416.0,-433.0,0.0,0.0,694.0,0.0,88.0,7.0,2178.1298828125,2186.52001953125,2168.14990234375,2179.31005859375,2179.31005859375,570200
2019/04/29,2216.43,6.0,37.12,0.017,49859.0,-2833.0,36.0,2784.0,2418.0,-34.0,-67.0,112.0,-33.0,-35.0,424.0,0.0,18.0,-6.0,2183.409912109375,2216.429931640625,2181.820068359375,2216.429931640625,2216.429931640625,380800
2019/04/30,2203.59,4.0,-12.84,-0.0058,56971.0,118.0,418.0,-572.0,-868.0,85.0,-142.0,466.0,1.0,-12.0,-103.0,0.0,24.0,11.0,2213.429931640625,2215.77001953125,2186.330078125,2203.590087890625,2203.590087890625,381400
2019/05/02,2212.75,6.0,9.16,0.0042,50266.0,-1024.0,676.0,170.0,-258.0,-1.0,-1.0,176.0,80.0,-15.0,190.0,0.0,174.0,4.0,2192.93994140625,2217.030029296875,2191.300048828125,2212.75,2212.75,369100
2019/05/03,2196.32,4.0,-16.43,-0.0074,52979.0,2416.0,1508.0,-4075.0,-3523.0,22.0,-83.0,-203.0,9.0,-37.0,-259.0,0.0,137.0,12.0,2209.43994140625,2211.360107421875,2192.360107421875,2196.320068359375,2196.320068359375,617900
2019/05/07,2176.99,4.0,-19.33,-0.0088,54670.0,2822.0,2018.0,-4786.0,-4991.0,-211.0,231.0,-28.0,29.0,-20.0,205.0,0.0,-62.0,8.0,2172.389892578125,2179.510009765625,2160.43994140625,2176.989990234375,2176.989990234375,484100
2019/05/08,2168.01,4.0,-8.98,-0.0041,51705.0,492.0,91.0,-631.0,-646.0,44.0,-69.0,-301.0,-52.0,-4.0,398.0,0.0,48.0,-1.0,2151.340087890625,2179.340087890625,2151.340087890625,2168.010009765625,2168.010009765625,456300
2019/05/09,2102.01,4.0,-66.0,-0.0304,82364.0,8156.0,-2037.0,-6465.0,-3433.0,-97.0,-340.0,-1331.0,122.0,13.0,-1398.0,0.0,323.0,22.0,2159.7900390625,2164.97998046875,2102.010009765625,2102.010009765625,2102.010009765625,743500
2019/05/10,2108.04,6.0,6.03,0.0029,64078.0,2968.0,-3233.0,13.0,-1096.0,270.0,0.0,196.0,-11.0,-189.0,843.0,0.0,241.0,9.0,2118.419921875,2124.919921875,2090.389892578125,2108.0400390625,2108.0400390625,714800
2019/05/13,2079.01,4.0,-29.03,-0.0138,46011.0,2581.0,-1391.0,-1313.0,-489.0,5.0,-370.0,-798.0,-13.0,-27.0,379.0,0.0,106.0,18.0,2091.800048828125,2101.090087890625,2077.719970703125,2079.010009765625,2079.010009765625,505800
2019/05/14,2081.84,6.0,2.83,0.0014,58659.0,-603.0,-2850.0,3367.0,1243.0,215.0,402.0,196.0,-52.0,35.0,1326.0,0.0,86.0,0.0,2060.239990234375,2093.409912109375,2056.739990234375,2081.840087890625,2081.840087890625,696200
2019/05/15,2092.78,6.0,10.94,0.0053,50528.0,1082.0,-792.0,-484.0,-2021.0,264.0,700.0,374.0,20.0,3.0,173.0,0.0,178.0,15.0,2081.919921875,2100.010009765625,2076.4599609375,2092.780029296875,2092.780029296875,577800
2019/05/16,2067.69,4.0,-25.09,-0.012,60424.0,4114.0,-4687.0,367.0,-1128.0,275.0,286.0,381.0,20.0,0.0,531.0,0.0,197.0,8.0,2094.8798828125,2095.580078125,2062.43994140625,2067.68994140625,2067.68994140625,745200
2019/05/17,2055.8,4.0,-11.89,-0.0058,53788.0,1824.0,-1993.0,42.0,-680.0,227.0,225.0,114.0,-35.0,-15.0,206.0,0.0,126.0,0.0,2081.570068359375,2082.830078125,2053.7900390625,2055.800048828125,2055.800048828125,537400
2019/05/20,2055.71,4.0,-0.09,0.0,48896.0,370.0,-197.0,95.0,246.0,37.0,267.0,-82.0,-23.0,-18.0,-331.0,0.0,-288.0,19.0,2066.530029296875,2077.10009765625,2051.68994140625,2055.7099609375,2055.7099609375,640200
2019/05/21,2061.25,6.0,5.54,0.0027,52723.0,-94.0,746.0,-730.0,-1204.0,-32.0,125.0,274.0,7.0,-2.0,101.0,0.0,81.0,-2.0,2056.949951171875,2076.469970703125,2053.68994140625,2061.25,2061.25,526900
2019/05/22,2064.86,6.0,3.61,0.0018,46379.0,728.0,41.0,-924.0,-1105.0,111.0,15.0,181.0,31.0,138.0,-297.0,0.0,143.0,11.0,2068.64990234375,2070.800048828125,2048.010009765625,2064.860107421875,2064.860107421875,510000
2019/05/23,2059.59,4.0,-5.27,-0.0026,48192.0,149.0,819.0,-962.0,-1021.0,191.0,-11.0,-46.0,6.0,55.0,-135.0,0.0,3.0,-10.0,2063.25,2065.860107421875,2046.8199462890625,2059.590087890625,2059.590087890625,509300
2019/05/24,2045.31,4.0,-14.28,-0.0069,45813.0,-12.0,-3097.0,3069.0,1884.0,51.0,-6.0,-223.0,0.0,181.0,1182.0,0.0,45.0,-4.0,2047.300048828125,2057.3798828125,2035.97998046875,2045.31005859375,2045.31005859375,480600
2019/05/27,2044.21,4.0,-1.1,-0.0005,35066.0,228.0,-1947.0,1710.0,1166.0,59.0,55.0,55.0,-8.0,-15.0,397.0,0.0,0.0,7.0,2044.25,2055.1298828125,2035.8699951171875,2044.2099609375,2044.2099609375,351600
2019/05/28,2048.83,6.0,4.62,0.0023,80802.0,1198.0,-7188.0,6227.0,1699.0,236.0,785.0,563.0,54.0,8.0,2878.0,0.0,-235.0,-1.0,2044.77001953125,2058.419921875,2038.52001953125,2048.830078125,2048.830078125,494500
2019/05/29,2023.32,4.0,-25.51,-0.0125,46866.0,1931.0,-3829.0,1927.0,1639.0,797.0,147.0,-205.0,16.0,23.0,-490.0,0.0,-43.0,14.0,2046.7099609375,2046.7099609375,2016.25,2023.3199462890625,2023.3199462890625,380900
2019/05/30,2038.8,6.0,15.48,0.0077,49788.0,-720.0,479.0,216.0,-1358.0,1052.0,488.0,-22.0,14.0,28.0,14.0,0.0,19.0,4.0,2024.3299560546875,2040.6600341796875,2023.9100341796875,2038.800048828125,2038.800048828125,461900
2019/05/31,2041.74,6.0,2.94,0.0014,50390.0,-612.0,2058.0,-1460.0,-2859.0,620.0,380.0,223.0,6.0,6.0,162.0,0.0,11.0,4.0,2029.030029296875,2048.89990234375,2022.969970703125,2041.739990234375,2041.739990234375,439200
2019/06/03,2067.85,6.0,26.11,0.0128,46404.0,-1933.0,2938.0,-985.0,-4395.0,514.0,399.0,53.0,16.0,34.0,2391.0,0.0,5.0,-24.0,2031.030029296875,2070.580078125,2029.1700439453125,2067.85009765625,2067.85009765625,387100
2019/06/04,2066.97,4.0,-0.88,-0.0004,48417.0,32.0,-2014.0,1935.0,-1115.0,227.0,319.0,-50.0,-2.0,17.0,2538.0,0.0,34.0,13.0,2066.780029296875,2072.18994140625,2060.97998046875,2066.969970703125,2066.969970703125,436000
2019/06/05,2069.11,6.0,2.14,0.001,45062.0,566.0,-1543.0,984.0,-1034.0,-43.0,470.0,338.0,10.0,13.0,1229.0,0.0,7.0,-14.0,2084.159912109375,2086.489990234375,2065.7099609375,2069.110107421875,2069.110107421875,380200
2019/06/07,2072.33,6.0,3.22,0.0016,43473.0,-400.0,-343.0,657.0,-75.0,7.0,-124.0,32.0,4.0,30.0,782.0,0.0,75.0,10.0,2070.780029296875,2081.159912109375,2057.969970703125,2072.330078125,2072.330078125,368400
