Date,Index,x,Diff,Fluctuations,Transaction_amount,Individual,Foreign,Agency,Financial_Investment,Insurance,Commit,Fund,Bank,Other_finance,Pension,National_municipality,Corp_etc,Foreign_etc,Open,High,Low,Close,Adj Close,Volume
2020/03/11,1908.27,4.0,-54.66,-0.0278,85980.0,10886.0,-6879.0,-4837.0,-3584.0,-71.0,-435.0,-431.0,-28.0,25.0,-312.0,0.0,786.0,44.0,1965.6700439453125,1967.699951171875,1898.27001953125,1908.27001953125,1908.27001953125,679700
2020/03/12,1834.33,4.0,-73.94,-0.0387,113099.0,5388.0,-8909.0,2756.0,1714.0,198.0,-64.0,326.0,116.0,123.0,341.0,0.0,745.0,18.0,1887.969970703125,1897.22998046875,1808.56005859375,1834.3299560546875,1834.3299560546875,850300
2020/03/13,1771.44,4.0,-62.89,-0.0343,133769.0,4462.0,-11650.0,5847.0,-470.0,587.0,124.0,71.0,-138.0,-56.0,5729.0,0.0,1317.0,21.0,1722.6800537109375,1809.31005859375,1680.5999755859375,1771.43994140625,1771.43994140625,1035300
2020/03/16,1714.86,4.0,-56.58,-0.0319,85938.0,9262.0,-6814.0,-3465.0,-5306.0,-114.0,333.0,-646.0,31.0,12.0,2226.0,0.0,988.0,28.0,1805.4300537109373,1805.4300537109373,1714.3800048828125,1714.8599853515625,1714.8599853515625,682000
2020/03/17,1672.44,4.0,-42.42,-0.0247,97090.0,6009.0,-10030.0,3502.0,2807.0,-314.0,-134.0,-436.0,-52.0,-185.0,1819.0,0.0,518.0,0.0,1640.8399658203125,1722.969970703125,1637.8800048828125,1672.43994140625,1672.43994140625,649800
2020/03/18,1591.2,4.0,-81.24,-0.0486,95763.0,9136.0,-5105.0,-5145.0,-3530.0,-85.0,-547.0,-414.0,-4.0,-92.0,-470.0,0.0,1066.0,48.0,1686.1199951171875,1693.949951171875,1591.1199951171875,1591.199951171875,1591.199951171875,728000
2020/03/19,1457.64,4.0,-133.56,-0.0839,119324.0,2421.0,-6178.0,2898.0,1893.0,-163.0,-1799.0,-319.0,-294.0,-216.0,3797.0,0.0,829.0,29.0,1626.0899658203125,1626.0899658203125,1439.4300537109375,1457.6400146484375,1457.6400146484375,977700
2020/03/20,1566.15,6.0,108.51,0.0744,106329.0,2003.0,-5844.0,3115.0,-56.0,578.0,336.0,315.0,65.0,-71.0,1949.0,0.0,712.0,11.0,1498.489990234375,1566.8199462890625,1466.47998046875,1566.1500244140625,1566.1500244140625,817000
2020/03/23,1482.46,4.0,-83.69,-0.0534,96452.0,9200.0,-6427.0,-3611.0,-2737.0,114.0,-896.0,-578.0,-65.0,-93.0,645.0,0.0,815.0,22.0,1474.449951171875,1516.75,1458.4100341796875,1482.4599609375,1482.4599609375,647200
2020/03/24,1609.97,6.0,127.51,0.086,104814.0,-4623.0,-818.0,5024.0,932.0,160.0,1788.0,-65.0,-39.0,53.0,2195.0,0.0,422.0,-5.0,1523.68994140625,1609.969970703125,1508.6800537109375,1609.969970703125,1609.969970703125,679300
2020/03/25,1704.76,6.0,94.79,0.0589,126122.0,4283.0,-3261.0,-948.0,-484.0,74.0,84.0,-709.0,16.0,71.0,0.0,0.0,-105.0,31.0,1668.18994140625,1707.6400146484375,1645.280029296875,1704.760009765625,1704.760009765625,872800
2020/03/26,1686.24,4.0,-18.52,-0.0109,123741.0,7165.0,-5350.0,-2137.0,-2124.0,-43.0,-154.0,-231.0,146.0,28.0,239.0,0.0,278.0,43.0,1699.1099853515625,1735.75,1679.22998046875,1686.239990234375,1686.239990234375,992500
2020/03/27,1717.73,6.0,31.49,0.0187,128519.0,1730.0,-3750.0,1300.0,-97.0,-121.0,-293.0,192.0,57.0,80.0,1483.0,0.0,692.0,27.0,1756.0699462890625,1759.050048828125,1668.2099609375,1717.72998046875,1717.72998046875,1077500
2020/03/30,1717.12,4.0,-0.61,-0.0004,90810.0,1985.0,-4272.0,2235.0,78.0,290.0,253.0,121.0,21.0,137.0,1333.0,0.0,50.0,0.0,1670.3399658203125,1729.6300048828125,1659.949951171875,1717.1199951171875,1717.1199951171875,767800
2020/03/31,1754.64,6.0,37.52,0.0219,139053.0,3845.0,-720.0,-2901.0,-2430.0,-281.0,-608.0,77.0,69.0,206.0,66.0,0.0,-233.0,10.0,1739.2900390625,1757.81005859375,1722.6199951171875,1754.6400146484375,1754.6400146484375,1037500
2020/04/01,1685.46,4.0,-69.18,-0.0394,121105.0,11507.0,-5782.0,-6199.0,-2719.0,-247.0,-743.0,-600.0,-11.0,103.0,-1981.0,0.0,443.0,30.0,1737.280029296875,1762.43994140625,1685.3699951171875,1685.4599609375,1685.4599609375,1243600
2020/04/02,1724.86,6.0,39.4,0.0234,101522.0,2700.0,-6234.0,3599.0,864.0,187.0,491.0,-55.0,-5.0,93.0,2023.0,0.0,-66.0,1.0,1693.530029296875,1726.760009765625,1664.1300048828125,1724.8599853515625,1724.8599853515625,766300
2020/04/03,1725.44,6.0,0.58,0.0003,101537.0,3486.0,-2901.0,-833.0,-1498.0,-14.0,243.0,-168.0,70.0,105.0,429.0,0.0,228.0,18.0,1731.1700439453125,1743.9100341796875,1706.6800537109375,1725.43994140625,1725.43994140625,1000100
2020/04/06,1791.88,6.0,66.44,0.0385,109574.0,-8430.0,-1973.0,10360.0,6285.0,245.0,502.0,534.0,48.0,46.0,2699.0,0.0,88.0,-45.0,1745.25,1794.18994140625,1742.6700439453125,1791.8800048828125,1791.8800048828125,1219400
2020/04/07,1823.6,6.0,31.72,0.0177,116289.0,1492.0,-1969.0,328.0,461.0,-100.0,416.0,-270.0,-8.0,7.0,-177.0,0.0,130.0,18.0,1826.719970703125,1838.969970703125,1791.9200439453125,1823.5999755859373,1823.5999755859373,951400
2020/04/08,1807.14,4.0,-16.46,-0.009,111265.0,4519.0,-1360.0,-2819.0,-3613.0,10.0,340.0,-80.0,96.0,24.0,403.0,0.0,-354.0,14.0,1815.75,1842.1600341796875,1801.800048828125,1807.1400146484373,1807.1400146484373,907500
2020/04/09,1836.21,6.0,29.07,0.0161,105173.0,2940.0,-1805.0,-1295.0,-2189.0,106.0,1694.0,-52.0,-163.0,-14.0,-676.0,0.0,137.0,22.0,1838.0899658203125,1839.3299560546875,1818.300048828125,1836.2099609375,1836.2099609375,920600
2020/04/10,1860.7,6.0,24.49,0.0133,120099.0,2519.0,-562.0,-2059.0,-3774.0,10.0,-9.0,-435.0,3.0,36.0,2110.0,0.0,97.0,3.0,1835.760009765625,1861.0999755859373,1824.4300537109373,1860.699951171875,1860.699951171875,992500
2020/04/13,1825.76,4.0,-34.94,-0.0188,95167.0,7587.0,-2954.0,-4575.0,-3801.0,-165.0,-514.0,-477.0,-14.0,7.0,389.0,0.0,-92.0,33.0,1853.300048828125,1853.300048828125,1825.760009765625,1825.760009765625,1825.760009765625,1017800
2020/04/14,1857.08,6.0,31.32,0.0172,99958.0,-4530.0,-299.0,4679.0,1801.0,21.0,50.0,316.0,25.0,44.0,2420.0,0.0,168.0,-17.0,1846.4100341796875,1864.4599609375,1837.1700439453125,1857.0799560546875,1857.0799560546875,886800
2020/04/16,1857.07,4.0,-0.01,0.0,107107.0,3888.0,-5677.0,1362.0,-1003.0,31.0,-26.0,16.0,18.0,29.0,2297.0,0.0,436.0,-10.0,1839.510009765625,1862.22998046875,1828.1300048828125,1857.0699462890625,1857.0699462890625,878300
2020/04/17,1914.53,6.0,57.46,0.0309,141277.0,-6057.0,3229.0,2356.0,1108.0,-381.0,319.0,393.0,57.0,-6.0,865.0,0.0,514.0,-43.0,1893.31005859375,1926.02001953125,1893.18994140625,1914.530029296875,1914.530029296875,1667500
2020/04/20,1898.36,4.0,-16.17,-0.0084,119159.0,9559.0,-4935.0,-4848.0,-3840.0,-133.0,-118.0,-196.0,-10.0,-1.0,-547.0,0.0,269.0,-44.0,1908.3399658203125,1925.25,1893.1700439453125,1898.3599853515625,1898.3599853515625,1087500
2020/04/21,1879.38,4.0,-18.98,-0.01,138631.0,7094.0,-5296.0,-1903.0,-1834.0,-85.0,74.0,-473.0,-9.0,18.0,406.0,0.0,91.0,14.0,1886.780029296875,1898.3199462890625,1841.6600341796875,1879.3800048828125,1879.3800048828125,1174300
2020/04/22,1896.15,6.0,16.77,0.0089,94286.0,3177.0,-366.0,-3098.0,-3544.0,-346.0,-241.0,-287.0,-61.0,2.0,1380.0,0.0,275.0,11.0,1855.510009765625,1897.9000244140625,1844.8499755859373,1896.1500244140625,1896.1500244140625,820400
2020/04/23,1914.73,6.0,18.58,0.0098,91242.0,-155.0,-1063.0,1000.0,-533.0,41.0,331.0,177.0,-21.0,22.0,981.0,0.0,217.0,0.0,1907.449951171875,1923.530029296875,1895.97998046875,1914.72998046875,1914.72998046875,683700
2020/04/24,1889.01,4.0,-25.72,-0.0134,96473.0,6327.0,-2321.0,-4230.0,-2228.0,1.0,-315.0,-221.0,-51.0,-11.0,-1403.0,0.0,210.0,14.0,1906.0699462890625,1908.2900390625,1880.7099609375,1889.010009765625,1889.010009765625,933900
2020/04/27,1922.77,6.0,33.76,0.0179,81716.0,-5491.0,192.0,5278.0,3059.0,251.0,-120.0,187.0,-10.0,2.0,1909.0,0.0,29.0,-9.0,1897.06005859375,1929.8199462890625,1894.6199951171875,1922.77001953125,1922.77001953125,735700
2020/04/28,1934.09,6.0,11.32,0.0059,103750.0,856.0,-1267.0,238.0,-226.0,115.0,-97.0,17.0,-9.0,44.0,393.0,0.0,154.0,18.0,1931.25,1941.7900390625,1911.6300048828125,1934.0899658203125,1934.0899658203125,1173500
2020/04/29,1947.56,6.0,13.47,0.007,105251.0,-4870.0,2349.0,2521.0,1212.0,-357.0,-41.0,79.0,30.0,166.0,1432.0,0.0,-9.0,8.0,1936.8900146484373,1957.510009765625,1934.31005859375,1947.56005859375,1947.56005859375,1984200
2020/05/04,1895.37,4.0,-52.19,-0.0268,102619.0,17000.0,-9462.0,-8059.0,-4975.0,149.0,-1013.0,-353.0,-27.0,171.0,-2010.0,0.0,479.0,42.0,1906.4200439453125,1918.6600341796875,1894.2900390625,1895.3699951171875,1895.3699951171875,1146900
2020/05/06,1928.76,6.0,33.39,0.0176,85507.0,-1.0,-3190.0,3090.0,932.0,113.0,70.0,-156.0,-11.0,167.0,1974.0,0.0,56.0,44.0,1919.449951171875,1928.760009765625,1919.449951171875,1928.760009765625,1928.760009765625,1082200
2020/05/07,1928.61,4.0,-0.15,-0.0001,73833.0,2534.0,-3126.0,564.0,1363.0,-105.0,-783.0,-68.0,2.0,125.0,30.0,0.0,102.0,-74.0,1922.0,1938.5,1918.5699462890625,1928.6099853515625,1928.6099853515625,775700
2020/05/08,1945.82,6.0,17.21,0.0089,79415.0,-2431.0,468.0,1704.0,1819.0,-225.0,-269.0,-91.0,-57.0,86.0,442.0,0.0,275.0,-16.0,1944.93994140625,1956.8900146484373,1942.5400390625,1945.8199462890625,1945.8199462890625,784500
2020/05/11,1935.4,4.0,-10.42,-0.0054,77527.0,5112.0,-1745.0,-3631.0,-1516.0,-809.0,-356.0,-257.0,-45.0,86.0,-733.0,0.0,219.0,45.0,1953.510009765625,1960.4599609375,1932.8699951171875,1935.4000244140625,1935.4000244140625,591100
2020/05/12,1922.17,4.0,-13.23,-0.0068,96818.0,6057.0,-3110.0,-2985.0,-2925.0,85.0,582.0,-37.0,-22.0,75.0,-742.0,0.0,33.0,5.0,1938.6199951171875,1938.6199951171875,1905.1700439453125,1922.1700439453125,1922.1700439453125,799900
2020/05/13,1940.42,6.0,18.25,0.0095,90123.0,2153.0,-3206.0,935.0,-126.0,-106.0,-45.0,89.0,7.0,102.0,1014.0,0.0,88.0,29.0,1897.5,1940.4200439453125,1897.239990234375,1940.4200439453125,1940.4200439453125,618800
2020/05/14,1924.96,4.0,-15.46,-0.008,94690.0,7865.0,-5541.0,-2372.0,-664.0,-53.0,103.0,70.0,-166.0,69.0,-1732.0,0.0,27.0,20.0,1922.43994140625,1931.4300537109373,1913.489990234375,1924.9599609375,1924.9599609375,760600
2020/05/15,1927.28,6.0,2.32,0.0012,97233.0,2234.0,-4722.0,2426.0,416.0,-23.0,18.0,-146.0,-23.0,54.0,2129.0,0.0,60.0,1.0,1937.6300048828125,1938.5899658203125,1913.2099609375,1927.280029296875,1927.280029296875,866400
2020/05/18,1937.11,6.0,9.83,0.0051,93943.0,300.0,-864.0,339.0,-245.0,-107.0,-72.0,-41.0,4.0,95.0,706.0,0.0,290.0,-66.0,1934.510009765625,1943.0699462890625,1921.1400146484373,1937.1099853515625,1937.1099853515625,761700
2020/05/19,1980.61,6.0,43.5,0.0225,119183.0,-11869.0,3706.0,8431.0,5235.0,14.0,518.0,490.0,149.0,113.0,1909.0,0.0,-221.0,-48.0,1977.469970703125,1983.77001953125,1968.5899658203125,1980.6099853515625,1980.6099853515625,773400
2020/05/20,1989.64,6.0,9.03,0.0046,82486.0,-1818.0,808.0,981.0,-78.0,-22.0,211.0,247.0,-3.0,74.0,552.0,0.0,48.0,-19.0,1972.1199951171875,1992.199951171875,1972.1199951171875,1989.6400146484373,1989.6400146484373,699400
2020/05/21,1998.31,6.0,8.67,0.0044,86369.0,2904.0,735.0,-3882.0,-3421.0,-310.0,-239.0,14.0,-15.0,65.0,25.0,0.0,214.0,28.0,2003.199951171875,2004.949951171875,1993.0,1998.31005859375,1998.31005859375,600900
2020/05/22,1970.13,4.0,-28.18,-0.0141,95097.0,9361.0,-4767.0,-4484.0,-2513.0,-179.0,-411.0,-558.0,-57.0,0.0,-763.0,0.0,-127.0,18.0,2001.5999755859373,2002.6500244140625,1961.4000244140625,1970.1300048828125,1970.1300048828125,847500
2020/05/25,1994.6,6.0,24.47,0.0124,79603.0,957.0,-1406.0,347.0,-118.0,-419.0,648.0,-304.0,2.0,-56.0,596.0,0.0,110.0,-8.0,1980.510009765625,1994.9000244140625,1967.8399658203125,1994.5999755859373,1994.5999755859373,641500
2020/05/26,2029.78,6.0,35.18,0.0176,125453.0,-4799.0,144.0,3416.0,2660.0,-193.0,104.0,-57.0,-49.0,-14.0,967.0,0.0,1240.0,-2.0,2001.0,2029.8900146484373,1997.93994140625,2029.780029296875,2029.780029296875,1017800
2020/05/27,2031.2,6.0,1.42,0.0007,126350.0,3216.0,-2175.0,-727.0,-645.0,-82.0,-17.0,-77.0,40.0,31.0,23.0,0.0,-336.0,22.0,2027.9000244140625,2043.43994140625,2019.8199462890625,2031.199951171875,2031.199951171875,1178800
2020/05/28,2028.54,4.0,-2.66,-0.0013,144792.0,-2841.0,609.0,2225.0,1032.0,319.0,88.0,-198.0,-28.0,23.0,986.0,0.0,12.0,-5.0,2047.0799560546875,2054.52001953125,2003.75,2028.5400390625,2028.5400390625,1172100
2020/05/29,2029.6,6.0,1.06,0.0005,140845.0,1897.0,-1989.0,-201.0,-434.0,62.0,575.0,-148.0,-41.0,18.0,-233.0,0.0,302.0,-9.0,2018.3699951171875,2038.8900146484373,2006.6199951171875,2029.5999755859373,2029.5999755859373,1086200
2020/06/01,2065.08,6.0,35.48,0.0175,98396.0,-4455.0,1089.0,3250.0,949.0,558.0,219.0,4.0,-27.0,-10.0,1557.0,0.0,103.0,12.0,2037.0400390625,2065.3798828125,2035.6300048828125,2065.080078125,2065.080078125,997300
2020/06/02,2087.19,6.0,22.11,0.0107,102329.0,-98.0,-501.0,350.0,-34.0,405.0,-199.0,250.0,-6.0,21.0,-86.0,0.0,220.0,29.0,2061.449951171875,2089.429931640625,2059.139892578125,2087.18994140625,2087.18994140625,1000300
2020/06/03,2147.0,6.0,59.81,0.0287,169988.0,-13181.0,2102.0,11344.0,10331.0,588.0,966.0,632.0,28.0,-14.0,-1188.0,0.0,-212.0,-52.0,2108.550048828125,2156.550048828125,2107.68994140625,2147.0,2147.0,1152000
2020/06/04,2151.18,6.0,4.18,0.0019,160340.0,-3348.0,465.0,2978.0,4782.0,-584.0,-825.0,561.0,-13.0,-33.0,-910.0,0.0,-87.0,-7.0,2181.639892578125,2191.0,2139.679931640625,2151.179931640625,2151.179931640625,1393300
2020/06/05,2181.87,6.0,30.69,0.0143,127789.0,-3194.0,-720.0,4053.0,3630.0,11.0,-63.0,167.0,11.0,-5.0,302.0,0.0,-173.0,34.0,2151.169921875,2187.25,2138.179931640625,2181.8701171875,2181.8701171875,854600
2020/06/08,2184.29,6.0,2.42,0.0011,131455.0,3789.0,114.0,-3716.0,-1191.0,-483.0,-132.0,47.0,-24.0,0.0,-1930.0,0.0,-149.0,-37.0,2215.60009765625,2217.2099609375,2174.9599609375,2184.2900390625,2184.2900390625,854000
2020/06/09,2188.92,6.0,4.63,0.0021,146898.0,4131.0,-230.0,-3998.0,-1835.0,-1.0,-624.0,-27.0,14.0,-41.0,-1482.0,0.0,58.0,39.0,2206.22998046875,2212.169921875,2166.010009765625,2188.919921875,2188.919921875,817100
2020/06/10,2195.69,6.0,6.77,0.0031,128881.0,-1692.0,-476.0,2157.0,2416.0,-37.0,282.0,-143.0,-56.0,-38.0,-265.0,0.0,-14.0,26.0,2187.909912109375,2200.679931640625,2178.1201171875,2195.68994140625,2195.68994140625,706300
2020/06/11,2176.78,4.0,-18.91,-0.0086,169870.0,12717.0,-1205.0,-11843.0,-7399.0,-142.0,37.0,-775.0,-540.0,-36.0,-2986.0,0.0,289.0,42.0,2184.360107421875,2200.719970703125,2148.510009765625,2176.780029296875,2176.780029296875,827400
2020/06/12,2132.3,4.0,-44.48,-0.0204,149607.0,5558.0,-2623.0,-2862.0,-2017.0,33.0,-499.0,-683.0,5.0,2.0,296.0,0.0,-48.0,-24.0,2088.239990234375,2137.1201171875,2084.6298828125,2132.300048828125,2132.300048828125,689900
2020/06/15,2030.82,4.0,-101.48,-0.0476,182424.0,12372.0,-4785.0,-7615.0,-3708.0,-346.0,-1113.0,-598.0,-44.0,-14.0,-1790.0,0.0,-15.0,45.0,2114.409912109375,2129.669921875,2030.8199462890625,2030.8199462890625,2030.8199462890625,1071600
2020/06/16,2138.05,6.0,107.23,0.0528,138370.0,-5948.0,1080.0,4800.0,4155.0,-96.0,13.0,-81.0,47.0,-22.0,782.0,0.0,119.0,-51.0,2091.090087890625,2138.080078125,2079.02001953125,2138.050048828125,2138.050048828125,973300
2020/06/17,2141.05,6.0,3.0,0.0014,154584.0,1525.0,-530.0,-1136.0,-1779.0,-153.0,-219.0,104.0,6.0,-2.0,907.0,0.0,139.0,2.0,2133.179931640625,2154.3701171875,2105.260009765625,2141.050048828125,2141.050048828125,927200
2020/06/18,2133.48,4.0,-7.57,-0.0035,110898.0,2943.0,-1621.0,-831.0,-288.0,-405.0,-130.0,-216.0,3.0,-16.0,220.0,0.0,-486.0,-2.0,2134.35009765625,2145.1298828125,2120.2900390625,2133.47998046875,2133.47998046875,767100
2020/06/19,2141.32,6.0,7.84,0.0037,123004.0,1647.0,468.0,-2163.0,-800.0,-102.0,-410.0,-337.0,-68.0,-16.0,-427.0,0.0,5.0,42.0,2153.090087890625,2153.570068359375,2108.909912109375,2141.320068359375,2141.320068359375,1079300
2020/06/22,2126.73,4.0,-14.59,-0.0068,100983.0,4302.0,-2519.0,-1933.0,-249.0,-306.0,-257.0,-382.0,-123.0,2.0,-616.0,0.0,164.0,-13.0,2126.3798828125,2142.8798828125,2122.10009765625,2126.72998046875,2126.72998046875,789400
2020/06/23,2131.24,6.0,4.51,0.0021,134960.0,3503.0,-547.0,-2814.0,-1427.0,-36.0,-663.0,-166.0,-139.0,-13.0,-368.0,0.0,-161.0,19.0,2149.1298828125,2158.14990234375,2110.510009765625,2131.239990234375,2131.239990234375,917600
2020/06/24,2161.51,6.0,30.27,0.0142,133247.0,-72.0,3515.0,-3902.0,265.0,-28.0,23.0,148.0,-4984.0,10.0,661.0,0.0,475.0,-16.0,2145.929931640625,2171.860107421875,2143.909912109375,2161.510009765625,2161.510009765625,913900
2020/06/25,2112.37,4.0,-49.14,-0.0227,106926.0,13012.0,-2802.0,-10454.0,-6654.0,-349.0,-901.0,-526.0,2.0,0.0,-2024.0,0.0,205.0,38.0,2130.449951171875,2143.330078125,2112.3701171875,2112.3701171875,2112.3701171875,1017700
2020/06/26,2134.65,6.0,22.28,0.0105,98211.0,533.0,602.0,-1647.0,-1960.0,-4.0,-180.0,-312.0,-15.0,-39.0,864.0,0.0,498.0,13.0,2137.469970703125,2142.0400390625,2115.25,2134.64990234375,2134.64990234375,761000
2020/06/29,2093.48,4.0,-41.17,-0.0193,90258.0,5751.0,-2327.0,-3518.0,-2417.0,-112.0,-200.0,-478.0,-112.0,-19.0,-177.0,0.0,53.0,40.0,2105.5400390625,2120.5,2087.840087890625,2093.47998046875,2093.47998046875,643200
2020/06/30,2108.33,6.0,14.85,0.0071,116990.0,-1651.0,-732.0,2397.0,1337.0,-8.0,154.0,-314.0,13.0,-7.0,1222.0,0.0,-27.0,14.0,2124.3798828125,2134.3798828125,2108.260009765625,2108.330078125,2108.330078125,708600
2020/07/01,2106.7,4.0,-1.63,-0.0008,102326.0,87.0,-1636.0,1507.0,1901.0,52.0,-71.0,-298.0,27.0,-35.0,-69.0,0.0,43.0,-2.0,2128.81005859375,2133.550048828125,2101.330078125,2106.699951171875,2106.699951171875,1116200
2020/07/02,2135.37,6.0,28.67,0.0136,107451.0,-2133.0,-170.0,2163.0,2458.0,123.0,-473.0,-249.0,16.0,-24.0,312.0,0.0,86.0,54.0,2116.719970703125,2135.3701171875,2113.97998046875,2135.3701171875,2135.3701171875,1092000
2020/07/03,2152.41,6.0,17.04,0.008,86495.0,-883.0,148.0,1067.0,999.0,-207.0,-382.0,-124.0,23.0,-11.0,770.0,0.0,-302.0,-29.0,2147.889892578125,2153.5400390625,2135.300048828125,2152.409912109375,2152.409912109375,770100
2020/07/06,2187.93,6.0,35.52,0.0165,116562.0,-3610.0,-2616.0,6231.0,5623.0,36.0,-62.0,137.0,7.0,-10.0,499.0,0.0,-47.0,42.0,2158.949951171875,2191.280029296875,2157.7099609375,2187.929931640625,2187.929931640625,666900
2020/07/07,2164.17,4.0,-23.76,-0.0109,148583.0,8578.0,-3859.0,-4593.0,-1007.0,-319.0,-787.0,-388.0,61.0,-101.0,-2050.0,0.0,-70.0,-55.0,2202.0400390625,2206.7900390625,2164.030029296875,2164.169921875,2164.169921875,847400
2020/07/08,2158.88,4.0,-5.29,-0.0024,115675.0,6229.0,-3399.0,-2767.0,-1393.0,-244.0,-724.0,-492.0,-7.0,-15.0,110.0,0.0,-40.0,-21.0,2166.760009765625,2173.830078125,2150.889892578125,2158.8798828125,2158.8798828125,677800
2020/07/09,2167.9,6.0,9.02,0.0042,120299.0,3167.0,64.0,-2878.0,-1627.0,-307.0,-135.0,-159.0,17.0,-28.0,-637.0,0.0,-390.0,36.0,2171.14990234375,2181.47998046875,2166.739990234375,2167.89990234375,2167.89990234375,619400
2020/07/10,2150.25,4.0,-17.65,-0.0081,120480.0,10373.0,-3475.0,-7077.0,-4460.0,-165.0,-654.0,-453.0,25.0,8.0,-1376.0,0.0,155.0,24.0,2171.43994140625,2171.52001953125,2140.2900390625,2150.25,2150.25,887000
2020/07/13,2186.06,6.0,35.81,0.0167,104622.0,-2907.0,1053.0,2008.0,918.0,-50.0,-60.0,-1.0,-3.0,-19.0,1224.0,0.0,-123.0,-30.0,2170.510009765625,2188.800048828125,2163.070068359375,2186.06005859375,2186.06005859375,650200
2020/07/14,2183.61,4.0,-2.45,-0.0011,116333.0,4186.0,71.0,-3958.0,-1678.0,-457.0,-201.0,-268.0,-1.0,-85.0,-1265.0,0.0,-278.0,-20.0,2176.429931640625,2183.610107421875,2165.60009765625,2183.610107421875,2183.610107421875,811000
2020/07/15,2201.88,6.0,18.27,0.0084,136413.0,-5995.0,2742.0,3346.0,4467.0,-418.0,-81.0,4.0,9.0,-42.0,-592.0,0.0,-38.0,-55.0,2208.72998046875,2216.969970703125,2190.659912109375,2201.8798828125,2201.8798828125,830300
2020/07/16,2183.76,4.0,-18.12,-0.0082,113042.0,3005.0,-1322.0,-1834.0,-263.0,-97.0,-321.0,-136.0,-6.0,-38.0,-970.0,0.0,165.0,-14.0,2203.300048828125,2207.340087890625,2177.820068359375,2183.760009765625,2183.760009765625,784600
2020/07/17,2201.19,6.0,17.43,0.008,101911.0,-1120.0,1167.0,365.0,237.0,224.0,24.0,-244.0,53.0,-24.0,93.0,0.0,-372.0,-39.0,2187.85009765625,2204.199951171875,2187.85009765625,2201.18994140625,2201.18994140625,569300
2020/07/20,2198.2,4.0,-2.99,-0.0014,120250.0,4070.0,-739.0,-3292.0,-1689.0,-703.0,-435.0,-61.0,-4.0,-8.0,-388.0,0.0,-24.0,-14.0,2209.590087890625,2209.590087890625,2183.830078125,2198.199951171875,2198.199951171875,686800
2020/07/21,2228.83,6.0,30.63,0.0139,157593.0,-5676.0,4483.0,1435.0,3201.0,-186.0,-494.0,-511.0,-131.0,-25.0,-416.0,0.0,-206.0,-35.0,2219.18994140625,2234.860107421875,2214.280029296875,2228.830078125,2228.830078125,918500
2020/07/22,2228.66,4.0,-0.17,-0.0001,156518.0,2604.0,-3.0,-2418.0,-736.0,-232.0,-543.0,-528.0,16.0,-15.0,-378.0,0.0,-174.0,-7.0,2228.199951171875,2238.860107421875,2221.6201171875,2228.659912109375,2228.659912109375,856200
2020/07/23,2216.19,4.0,-12.47,-0.0056,163289.0,7768.0,-2007.0,-5868.0,-3506.0,-2.0,-1119.0,-615.0,-81.0,37.0,-581.0,0.0,139.0,-31.0,2227.239990234375,2227.239990234375,2202.989990234375,2216.18994140625,2216.18994140625,934400
2020/07/24,2200.44,4.0,-15.75,-0.0071,171569.0,2880.0,841.0,-3678.0,-1172.0,-544.0,-431.0,-411.0,-42.0,-8.0,-1066.0,0.0,-78.0,35.0,2196.72998046875,2219.570068359375,2195.489990234375,2200.43994140625,2200.43994140625,1001000
2020/07/27,2217.86,6.0,17.42,0.0079,142568.0,-2995.0,1676.0,1395.0,1968.0,-19.0,131.0,29.0,-179.0,-57.0,-476.0,0.0,16.0,-92.0,2203.47998046875,2231.25,2203.47998046875,2217.860107421875,2217.860107421875,928600
2020/07/28,2256.99,6.0,39.13,0.0176,175169.0,-10495.0,13112.0,-2219.0,-1440.0,-525.0,74.0,243.0,11.0,-76.0,-507.0,0.0,-344.0,-52.0,2238.18994140625,2266.0,2237.2099609375,2256.989990234375,2256.989990234375,866700
2020/07/29,2263.16,6.0,6.17,0.0027,155005.0,476.0,2979.0,-3367.0,-1345.0,-295.0,-368.0,-329.0,-7.0,-91.0,-928.0,0.0,-44.0,-44.0,2258.35009765625,2276.7900390625,2252.239990234375,2263.159912109375,2263.159912109375,899300
2020/07/30,2267.01,6.0,3.85,0.0017,135502.0,64.0,2228.0,-2342.0,423.0,-171.0,-438.0,11.0,-2.0,-12.0,-2151.0,0.0,30.0,19.0,2275.330078125,2281.330078125,2263.81005859375,2267.010009765625,2267.010009765625,712900
2020/07/31,2249.37,4.0,-17.64,-0.0078,130022.0,4716.0,-547.0,-3860.0,-2658.0,-129.0,-417.0,-292.0,-6.0,-4.0,-351.0,0.0,-299.0,-8.0,2278.530029296875,2281.409912109375,2248.489990234375,2249.3701171875,2249.3701171875,739700
2020/08/03,2251.04,6.0,1.67,0.0007,136129.0,6237.0,-2719.0,-3795.0,-2841.0,-107.0,-455.0,44.0,0.0,-5.0,-429.0,0.0,245.0,31.0,2251.64990234375,2254.3798828125,2237.0400390625,2251.0400390625,2251.0400390625,648500
2020/08/04,2279.97,6.0,28.93,0.0129,152872.0,1843.0,-615.0,-1487.0,391.0,-492.0,-178.0,-26.0,13.0,-53.0,-1142.0,0.0,227.0,32.0,2272.330078125,2284.659912109375,2269.68994140625,2279.969970703125,2279.969970703125,722800
