Date,Index,x,Diff,Fluctuations,Transaction_amount,Individual,Foreign,Agency,Financial_Investment,Insurance,Commit,Fund,Bank,Other_finance,Pension,National_municipality,Corp_etc,Foreign_etc
2018/04/11,2444.22,4,-6.52,-0.0027,74681,1980,4644,-980,-1735,-9,258,-102,-11,46,1113,-540,-5640,-4
2018/04/10,2450.74,6,6.66,0.0027,75201,326,-1183,1108,293,163,188,321,18,-43,271,-105,-228,-23
2018/04/09,2444.08,6,14.5,0.006,66073,-557,-550,1140,765,-78,-81,58,-15,3,139,348,-17,-14
2018/04/06,2429.58,4,-7.94,-0.0033,73010,2289,-2364,194,741,-81,-183,-546,31,-36,-294,563,-91,-27
2018/04/05,2437.52,6,29.46,0.0122,75669,-2735,1452,1202,-98,63,294,5,68,60,348,460,58,22
2018/04/04,2408.06,4,-34.37,-0.0141,80920,5285,-1969,-3489,-2729,-136,249,53,-8,-11,35,-943,193,-19
2018/04/03,2442.43,4,-1.73,-0.0007,79500,1289,-1049,-164,239,32,230,115,-9,-45,-370,-357,-60,-14
2018/04/02,2444.16,4,-1.69,-0.0007,68416,738,-256,-216,208,-177,89,155,-31,12,-315,-158,-252,-12
2018/03/30,2445.85,6,9.48,0.0039,64344,-1153,-1683,2966,1850,25,261,489,-19,-38,283,115,-95,-33
2018/03/29,2436.37,6,17.08,0.0071,72567,5777,-2700,338,-21,-184,436,38,19,13,-566,603,-3412,-4
2018/03/28,2419.29,4,-32.77,-0.0134,77610,2766,-2514,-330,-1335,-87,742,-320,275,-51,473,-26,27,51
2018/03/27,2452.06,6,14.98,0.0061,63055,-897,93,762,494,146,-102,15,61,43,72,30,-8,50
2018/03/26,2437.08,6,20.32,0.0084,59286,519,-1017,464,-272,314,-105,78,-54,-11,16,500,25,7
2018/03/23,2416.76,4,-79.26,-0.0318,79314,7517,-1332,-6437,-3701,-16,-283,-927,15,-77,-79,-1367,236,15
2018/03/22,2496.02,6,11.05,0.0044,71787,-2986,2118,820,1561,-283,-15,-154,44,-15,415,-732,84,-36
2018/03/21,2484.97,4,-0.55,-0.0002,59255,-637,-682,1299,1277,-127,-141,-296,-30,14,134,468,-6,25
2018/03/20,2485.52,6,10.49,0.0042,53841,62,-1231,1046,1173,-58,-508,-326,159,-4,135,476,125,-3
2018/03/19,2475.03,4,-18.94,-0.0076,59945,1482,-845,-530,-22,-66,-311,-84,11,24,138,-221,-119,12
2018/03/16,2493.97,6,1.59,0.0006,65664,12,1664,-596,-361,-18,3,-132,93,-2,222,-399,-1053,-26
2018/03/15,2492.38,6,6.3,0.0025,60658,194,-399,296,-373,-243,-491,217,128,-9,649,417,-70,-21
2018/03/14,2486.08,4,-8.41,-0.0034,63797,2840,-1272,-1429,-1095,-524,-561,-123,-68,2,70,871,-116,-22
2018/03/13,2494.49,6,10.37,0.0042,78287,-3103,5923,-2649,-1894,-272,-659,165,10,-13,385,-371,-64,-105
2018/03/12,2484.12,6,24.67,0.01,65706,-2917,1935,1008,119,-252,808,-219,124,18,18,390,-29,2
2018/03/09,2459.45,6,26.37,0.0108,85736,-4900,1960,2915,1025,36,947,-96,178,-64,-11,900,-4,28
2018/03/08,2433.08,6,31.26,0.013,90530,-4264,-1754,5948,4814,789,-818,348,-34,3,636,209,58,12
2018/03/07,2401.82,4,-9.59,-0.004,89566,3584,-2574,-1036,-1041,167,-529,176,70,23,609,-512,46,-20
2018/03/06,2411.41,6,36.35,0.0153,65985,-1713,134,1607,-296,106,177,950,106,25,-35,573,-25,-4
2018/03/05,2375.06,4,-27.1,-0.0113,57850,3204,-902,-2135,-1682,75,39,-755,34,-37,177,12,-179,13
2018/03/02,2402.16,4,-25.2,-0.0104,60778,5344,-2327,-2731,-3013,459,-140,-237,63,-2,7,131,-285,0
2018/02/28,2427.36,4,-28.78,-0.0117,71683,1074,1439,-2645,-2296,430,316,-645,-22,-9,367,-785,133,-2
2018/02/27,2456.14,4,-1.51,-0.0006,56741,-1894,57,2044,880,288,294,187,-71,-2,674,-206,-194,-13
2018/02/26,2457.65,6,6.13,0.0025,56060,-1372,-1813,3518,2736,197,89,192,-29,-1,101,231,-321,-10
2018/02/23,2451.52,6,37.24,0.0154,53870,-5229,1576,3766,2573,102,232,312,28,-34,160,392,-92,-20
2018/02/22,2414.28,4,-15.37,-0.0063,49820,1995,-975,-1073,-1423,-95,-107,50,-12,5,283,226,54,-1
2018/02/21,2429.65,6,14.53,0.006,60742,73,-992,1143,-427,82,-113,-264,53,19,1703,90,-201,-23
2018/02/20,2415.12,4,-27.7,-0.0113,51466,2549,290,-2977,-1571,-365,-21,-410,-47,-104,74,-531,138,0
2018/02/19,2442.82,6,20.99,0.0087,58434,-730,285,345,814,-187,77,291,78,-49,-489,-188,120,-21
2018/02/14,2421.83,6,26.64,0.0111,59702,-2053,1067,1109,541,68,-264,710,36,5,-724,736,-91,-32
2018/02/13,2395.19,6,9.81,0.0041,73330,-1660,3314,-1858,-2264,139,486,736,-42,-18,-696,-200,222,-17
2018/02/12,2385.38,6,21.61,0.0091,66310,971,-801,-174,-2790,412,1087,466,16,-16,-566,1216,-6,12
2018/02/09,2363.77,4,-43.85,-0.0182,85240,2760,-3170,203,-2179,80,1179,88,-403,-1,721,717,187,18
2018/02/08,2407.62,6,11.06,0.0046,72751,2436,884,-3482,-6159,308,2093,-208,-54,9,406,122,138,23
2018/02/07,2396.56,4,-56.75,-0.0231,83693,9263,-1961,-7395,-7141,342,553,-255,-31,-53,-314,-495,45,46
2018/02/06,2453.31,4,-38.44,-0.0154,95665,1564,-2812,1078,-2176,625,1274,174,0,83,562,534,166,2
2018/02/05,2491.75,4,-33.64,-0.0133,80960,4955,-4554,-418,-931,588,1190,311,-67,-28,-1329,-151,17,1
2018/02/02,2525.39,4,-43.15,-0.0168,82607,7373,-4728,-2809,-1198,73,385,-273,-42,-41,-959,-754,76,88
2018/02/01,2568.54,6,2.08,0.0008,80530,2170,-2718,293,932,229,-122,-82,37,19,-242,-478,258,-4
2018/01/31,2566.46,4,-1.28,-0.0005,108426,7940,-6630,-1843,-651,191,497,-278,-22,-24,-2087,530,545,-12
2018/01/30,2567.74,4,-30.45,-0.0117,78779,2533,-1174,-1432,-828,-1,759,-817,-21,-57,43,-509,121,-47
2018/01/29,2598.19,6,23.43,0.0091,79081,-7116,3246,3613,1207,1484,349,335,39,-73,496,-226,276,-20
2018/01/26,2574.76,6,12.53,0.0049,76735,-3852,1831,1168,1832,1219,-1126,-239,-203,-56,-121,-136,876,-23
2018/01/25,2562.23,6,24.23,0.0095,78675,-7154,3772,2999,3238,48,-885,196,-32,-12,-52,499,401,-18
2018/01/24,2538,6,1.4,0.0006,67647,-2813,-142,2443,3594,-304,193,-646,-81,-56,-706,449,530,-17
2018/01/23,2536.6,6,34.49,0.0138,68384,-5925,2162,3405,2564,136,372,307,75,63,-771,656,360,-2
2018/01/22,2502.11,4,-18.15,-0.0072,63853,2471,-1765,-735,-1124,-71,836,-375,-139,16,507,-383,25,3
2018/01/19,2520.26,6,4.45,0.0018,62630,-91,-808,414,-361,28,392,-160,9,-19,-84,610,490,-5
2018/01/18,2515.81,6,0.38,0.0002,64476,915,933,-2234,-1325,-68,263,-452,61,19,-256,-475,369,15
2018/01/17,2515.43,4,-6.31,-0.0025,63257,1733,657,-2882,-555,-178,-698,-1239,-67,10,-42,-110,469,22
2018/01/16,2521.74,6,18.01,0.0072,69136,-2777,2798,-248,-42,101,-38,572,-124,45,-355,-407,257,-30
2018/01/15,2503.73,6,7.31,0.0029,61186,-698,243,145,66,12,301,177,-26,129,-733,218,308,0
2018/01/12,2496.42,6,8.51,0.0034,87721,-871,-1178,1643,958,-139,465,98,-74,-50,175,209,403,2
2018/01/11,2487.91,4,-11.84,-0.0047,77893,3169,1742,-5447,-3106,549,-562,-21,-109,-1036,-632,-527,522,13
2018/01/10,2499.75,4,-10.48,-0.0042,85779,1302,-2803,993,1378,-515,26,-60,-41,163,-223,265,492,14
2018/01/09,2510.23,4,-3.05,-0.0012,73455,-2605,436,2121,1186,-73,-338,377,33,16,487,431,46,1
2018/01/08,2513.28,6,15.76,0.0063,64048,-3511,3910,-873,-840,45,-481,706,-25,-89,-116,-70,476,-2
2018/01/05,2497.52,6,31.06,0.0126,63175,-3704,2465,1021,-1188,475,520,176,52,-7,512,480,225,-8
2018/01/04,2466.46,4,-19.89,-0.008,68962,442,3395,-3844,-3617,63,196,-48,-61,56,-133,-300,43,-36
2018/01/03,2486.35,6,6.7,0.0027,60196,-241,4006,-3980,-4629,271,471,-125,68,-21,201,-216,229,-13
2018/01/02,2479.65,6,12.16,0.0049,47863,-267,2657,-2762,-1847,149,-340,-404,-64,72,92,-418,395,-23
